stock,name,year,month,price,sector,subsector,PE,P_FCF,ROA,ROC,ROE,OPROE,EPS_GROWTH,EBIT,EBIT_MARGIN
SAPE US Equity,SAPIENT CORPORATION,2019,1,24.99,Technology,Software & Computer Services,40.9208,47.4942,8.5237,13.5795,13.2912,14.1958,-15.7895,33.817,8.6656
SAZ GY Equity,STADA ARZNEIMITTEL AG,2019,1,80.66,Health Care,Pharmaceuticals & Biotechnology,25.1624,20.0954,5.7645,9.2737,19.546,31.7795,223.0367,102.491144,11.5772
SBAC US Equity,SBA COMMUNICATIONS CORP,2019,1,178.63,Financials,Real Estate Investment Trusts,237.7207,29.8477,-0.0281,4.3365,-1.9139,0.7319,-65.8537,138.006,28.1068
SBMO NA Equity,SBM OFFSHORE NV,2019,1,14.35,Oil & Gas,"Oil Equipment, Services & Distribution",15.9894,2.3244,-0.9246,1.9864000000000002,-3.7786,2.7479,60,362.768,16.0732
SBUX US Equity,STARBUCKS CORP,2019,1,68.18,Consumer Services,Travel & Leisure,26.4114,8.6231,23.4598,46.5006,136.5218,112.3458,3.7037,956.6,15.7099
SCG US Equity,SCANA CORP,2019,1,48.84,Utilities,"Gas, Water & Multiutilities",12.7642,92.3316,-1.0351,1.3633,-3.5963000000000003,8.5595,95.8333,183,-3.2384
SCH GY Equity,BAYER SCHERING PHARMA GMBH,2019,1,105.97,Health Care,Pharmaceuticals & Biotechnology,15.6287,25.7059,15.9448,NA,22.1243,22.1243,-5.5276,741.608,23.3836
SCHW US Equity,SCHWAB (CHARLES) CORP,2019,1,46.72,Financials,Financial Services,19.0898,5.2946,1.2995,10.1735,19.8776,19.8776,60.9756,1498,NA
SCO FP Equity,SCOR NON REGR,2019,1,2.03,Financials,Nonlife Insurance,NA,NA,1.3909,7.8918,9.9834,10.7111,-37.8049,NA,NA
SCR FP Equity,SCOR SE,2019,1,36.69,Financials,Nonlife Insurance,21.3488,10.2831,1.3909,7.8918,9.9834,10.7111,-37.8049,NA,NA
SCYR SQ Equity,SACYR SA,2019,1,2.117,Industrials,Construction & Materials,7.5514,120.3351,1.1277,9.4914,9.5719,18.6733,5.7345,124.35939599999999,10.1153
SDF GY Equity,K+S AG-REG,2019,1,16.92,Basic Materials,Chemicals,77.454,96.4656,0.129,0.4204,0.3053,-0.3449,3089.799,-71.29079999999999,3.9441
SE US Equity,SEA LTD-ADR,2019,1,13.33,Technology,Software & Computer Services,34.5003,194.1809,-56.163,-115.0035,NA,NA,13.8349,-246.2,-127.9202
SEBL US Equity,SIEBEL SYSTEMS INC,2019,1,10.65,Technology,Software & Computer Services,30.3143,31.3656,0.6095,0.847,0.8349,3.7295,54.5455,115.28,10.647
SEE US Equity,SEALED AIR CORP,2019,1,38.68,Industrials,General Industrials,15.8588,24.1558,-0.7443,-1.4157,213.8845,90.1969,45.4545,163.2,13.8866
SESG FP Equity,SES,2019,1,18.1,Consumer Services,Media,34.6114,13.5336,4.4003,6.5263,10.3486,10.6231,22.555,318.79959999999994,29.5929
SEV FP Equity,SUEZ,2019,1,11.17,Utilities,"Gas, Water & Multiutilities",20.628,24.0802,1.0952,4.1729,6.8073,7.8716,120,505.69399999999996,6.153
SFR FP Equity,ALTICE FRANCE SA,2019,1,34.5,Telecommunications,Mobile Telecommunications,33.8259,28.802,-1.0974,1.6702,-11.8812,-2.4517,9.1985,292.6252,6.6546
SGC SM Equity,SOGECABLE,2019,1,28.05,Consumer Services,Media,50.2597,22.0464,3.3106999999999998,NA,30.1653,30.1653,1264.0402,51.43039999999999,10.8347
SGI US Equity,SILICON GRAPHICS INTERNATION,2019,1,7.75,Technology,Technology Hardware & Equipment,35.2873,12.7613,-3.006,-14.1104,-20.5917,-22.3909,96.6667,1.756,-0.2087
SGL GY Equity,SGL CARBON SE,2019,1,7.085,Industrials,Industrial Engineering,17.5502,212.8722,10.461,20.4054,41.7069,9.6986,1.2463,5.280799999999999,8.2147
SGO FP Equity,COMPAGNIE DE SAINT GOBAIN,2019,1,30.58,Industrials,Construction & Materials,39.9753,25.4941,4.5504,7.8697,10.8805,13.794,63.2353,1263.9479999999999,5.5623000000000005
SGP US Equity,SCHERING-PLOUGH CORP/PRE-MER,2019,1,28.29,Health Care,Pharmaceuticals & Biotechnology,17.5337,17.1172,8.3709,14.1003,24.3861,27.8968,-17.1429,327,10.1526
SGRE SQ Equity,SIEMENS GAMESA RENEWABLE ENE,2019,1,12.485,Oil & Gas,Alternative Energy,65.7489,37.9782,0.7585,1.8364,1.959,8.116,291.0178,45.919999999999995,2.3643
SHA GY Equity,SCHAEFFLER AG - PREF,2019,1,7.75,Consumer Goods,Automobiles & Parts,5.8518,13.2857,8.0067,19.2256,37.451,41.0571,-15.2174,431.64799999999997,10.2981
SHL GY Equity,SIEMENS HEALTHINEERS AG,2019,1,34.17,Health Care,Health Care Equipment & Services,26.4808,36.1607,6.2938,10.9792,21.2802,23.6336,NA,675.024,14.6113
SHLD US Equity,SEARS HOLDINGS CORP,2019,1,1,Consumer Services,General Retailers,160.7726,5.4821,-17.0853,-176.7301,-188.666,-80.9529,-99.9024,-202,-5.6689
SHW US Equity,SHERWIN-WILLIAMS CO/THE,2019,1,400,Industrials,Construction & Materials,22.6098,23.1398,5.681,10.3352,30.0529,48.0124,-88.6694,217.675,9.9302
SIAL US Equity,SIGMA-ALDRICH,2019,1,139.82,Basic Materials,Chemicals,33.258,31.1743,11.7074,14.1117,15.2632,15.7585,4.3956,162,24.2718
SIE GY Equity,SIEMENS AG-REG,2019,1,96.15,Industrials,General Industrials,17.2266,21.6497,4.2229,8.5804,13.1002,11.4699,-55.4054,1565.8719999999998,7.4504
SIG US Equity,SIGNET JEWELERS LTD,2019,1,23.9,Consumer Services,General Retailers,9.4731,2.4197,-3.1154,10.2691,-11.5935,12.2828,36.6349,-58.1,-4.7759
SII US Equity,SMITH INTERNATIONAL INC,2019,1,37.52,Oil & Gas,"Oil Equipment, Services & Distribution",72.7266,19.9422,1.0031,4.1697,2.0438,2.5852,136.3636,191.453,6.5139
SIVB US Equity,SVB FINANCIAL GROUP,2019,1,238.44,Financials,Banks,12.8868,13.9536,1.8010000000000002,16.0006,20.9518,20.9518,125.6757,NA,NA
SJM US Equity,JM SMUCKER CO/THE,2019,1,103.25,Consumer Goods,Food Producers,17.0793,14.8171,8.1439,11.0157,17.6938,9.6603,-2.924,330.5,13.5242
SK FP Equity,SEB SA,2019,1,136,Consumer Goods,Household Goods & Home Construction,15.763,12.0436,5.8862,9.0749,22.7087,23.9148,8.9286,213.18359999999998,8.9352
SKG ID Equity,SMURFIT KAPPA GROUP PLC,2019,1,26.5,Industrials,General Industrials,10.7527,11.6748,4.6673,9.2399,17.2421,16.9915,18.6761,256.00399999999996,9.3086
SKYD GY Equity,SKY DEUTSCHLAND AG,2019,1,6.817,Consumer Services,Media,17.8571,NA,-11.0699,-11.7056,-42.2285,-41.9389,-50,-27.159384,-4.5426
SLB US Equity,SCHLUMBERGER LTD,2019,1,45,Oil & Gas,"Oil Equipment, Services & Distribution",27.162,17.2259,3.0191,4.9386,5.8928,6.2585,17.9487,759,9.3003
SLG US Equity,SL GREEN REALTY CORP,2019,1,90.56,Financials,Real Estate Investment Trusts,29.0354,64.4326,1.8498000000000001,2.1267,3.9825,4.8026,157.5,104.027,32.4797
SLM US Equity,SLM CORP,2019,1,10.76,Financials,Banks,9.9551,9.8283,2.0136,7.4959,20.3075,20.2657,230,347.307,NA
SMI US Equity,SEMICONDUCTOR MANUFACT-ADR,2019,1,4.72,Technology,Technology Hardware & Equipment,NA,NA,1.2822,0.9399,2.8875,2.8335,-47.03,-5.828,1.7485
SNA US Equity,SNAP-ON INC,2019,1,163.6,Industrials,Industrial Engineering,14.0348,13.8791,11.9574,16.306,20.8472,21.7143,24.4635,232.4,22.7401
SNDK US Equity,SANDISK LLC,2019,1,76.53,Technology,Technology Hardware & Equipment,33.7421,21.3636,4.5096,5.7169,6.2283,7.5934,-27.957,218.109,11.0807
SNG GY Equity,SINGULUS TECHNOLOGIES-BR,2019,1,9.85,Industrials,Industrial Engineering,104.8197,77.4807,0.2281,1.6824,1.194,2.8707000000000003,79.206,5.9696,2.1349
SNH GY Equity,STEINHOFF INTERNATIONAL H NV,2019,1,0.1168,Consumer Goods,Household Goods & Home Construction,0.2519,6.8942,4.4233,6.6227,9.1394,9.3257,-3.5503,1015.9799999999999,9.4953
SNI US Equity,SCRIPPS NETWORKS INTER-CL A,2019,1,90.1,Consumer Services,Media,15.6371,11.961,9.8088,18.8951,26.6755,32.2242,27.5,319.874,35.78
SNPS US Equity,SYNOPSYS INC,2019,1,92.47,Technology,Software & Computer Services,30.3617,57.7166,7.4944,12.0587,12.8063,13.1905,-32.0513,61.525,11.5418
SNV US Equity,SYNOVUS FINANCIAL CORP,2019,1,35.88,Financials,Banks,10.0889,8.5809,1.3413,8.1557,14.5684,14.7793,282.6087,NA,NA
SO US Equity,SOUTHERN CO/THE,2019,1,47.93,Utilities,Electricity,15.6731,49.6347,2.2177,5.4007,9.9839,13.993,6.5421,2174,18.5269
SOF BB Equity,SOFINA,2019,1,173,Financials,Financial Services,6.7562,110.5125,8.7698,8.8049,8.8853,8.8853,103.39,325.559024,NA
SOLB BB Equity,SOLVAY SA,2019,1,97.2,Basic Materials,Chemicals,14.9645,10.7288,3.9121,6.8215,11.2554,11.2928,12.3583,343.25199999999995,8.1264
SOP FP Equity,SOPRA STERIA GROUP,2019,1,90.5,Technology,Software & Computer Services,14.262,11.0071,3.7204,7.8595,12.2539,14.1593,-41.7178,91.83999999999999,6.0412
SOV US Equity,SANTANDER HOLDINGS USA INC,2019,1,2.56,Financials,Banks,10.3448,0.8184,0.5377,1.7542,3.3647,1.4507,3.5629,NA,NA
SOW GY Equity,SOFTWARE AG,2019,1,32.1,Technology,Software & Computer Services,14.2581,12.6875,8.0802,NA,13.4845,13.8394,10.8696,60.948468,26.66
SPG US Equity,SIMON PROPERTY GROUP INC,2019,1,181,Financials,Real Estate Investment Trusts,24.6336,19.3245,7.4007,9.5264,65.6752,61.5657,9.0909,717.391,51.6714
SPGI US Equity,S&P GLOBAL INC,2019,1,188.64,Financials,Financial Services,23.3709,24.624,18.8982,28.1848,196.1009,231.7661,21.6049,704,43.0043
SPI IM Equity,SANPAOLO IMI SPA,2019,1,17.46,Financials,Banks,15.874,NA,0.7672,1.5884,15.3166,15.2151,-19.0245,NA,NA
SPIE FP Equity,SPIE SA,2019,1,13.28,Industrials,Support Services,12.561,8.2002,0.7585,3.3667,4.2063,16.9282,-58.0645,100.23073199999999,3.6786
SPLS US Equity,STAPLES INC,2019,1,10.245,Consumer Services,General Retailers,12.145199999999999,6.7273,-17.8786,-34.6331,-53.2519,12.7689,77.7778,163,-1.4036
SPM IM Equity,SAIPEM SPA,2019,1,4.096,Oil & Gas,"Oil Equipment, Services & Distribution",13.3502,17.1076,-4.2231,-5.6487,-12.0799,-5.1397,-190.9091,-84.952,-0.8773
SPR GY Equity,AXEL SPRINGER SE,2019,1,53.9,Consumer Services,Media,31.9427,16.9207,6.7991,31.9602,19.0707,8.5145,51.4286,112.61879999999998,19.8206
SR NA Equity,SRH NV,2019,1,0.91,Financials,Financial Services,0.4497,NA,NA,NA,NA,NA,NA,NA,NA
SRCL US Equity,STERICYCLE INC,2019,1,44.33,Industrials,Support Services,13.3864,108.2792,2.3406,4.2549,5.8784,11.329,-52.381,68.3,4.5839
SRE US Equity,SEMPRA ENERGY,2019,1,114.87,Utilities,"Gas, Water & Multiutilities",20.9099,148.3344,-0.634,-2.8905,-3.193,10.600999999999999,334.7826,540,8.6439
SRG IM Equity,SNAM SPA,2019,1,4.199,Oil & Gas,"Oil Equipment, Services & Distribution",14.6833,13.427,4.2668,7.5404,14.6725,15.7331,5.9887,397.20799999999997,53.7762
SRT3 GY Equity,SARTORIUS AG-VORZUG,2019,1,134,Industrials,Industrial Engineering,63.217,1000.643,5.105,10.3065,19.6583,24.4667,23.8806,141.5484,16.2344
SSP US Equity,EW SCRIPPS CO/THE-A,2019,1,18.69,Consumer Services,Media,23.0596,17.4328,0.2857,2.1822,0.5854,4.4686,25,40.325,7.2957
STERV FH Equity,STORA ENSO OYJ-R SHS,2019,1,11.9,Basic Materials,Forestry & Paper,9.0659,14.1887,7.4096,8.2831,14.434,15.5979,12.5,388.02399999999994,11.3164
STI US Equity,SUNTRUST BANKS INC,2019,1,60.17,Financials,Banks,10.1666,12.1314,1.3167,6.1904,11.8774,12.0884,-6,NA,NA
STJ US Equity,ST JUDE MEDICAL INC,2019,1,80.81,Health Care,Health Care Equipment & Services,25.351,27.382,5.5607,8.3255,15.5134,21.6645,-2.6316,286,15.5138
STM FP Equity,STMICROELECTRONICS NV,2019,1,14.155,Technology,Technology Hardware & Equipment,11.5833,19.9496,12.0012,16.7615,20.964,20.9501,31.4286,508.56399999999996,14.197
STM IM Equity,STMICROELECTRONICS NV,2019,1,14.125,Technology,Technology Hardware & Equipment,11.5917,19.964,12.0012,16.7615,20.964,20.9501,31.4286,508.56399999999996,14.197
STO NA Equity,STORK BV/OLD,2019,1,48.4,Industrials,Industrial Engineering,25.7492,11.3127,4.5738,26.3049,13.9977,7.4224,-40.7296,-6.529823999999999,1.9212
STR US Equity,DOMINION ENERGY QUESTAR CORP,2019,1,25.06,Utilities,"Gas, Water & Multiutilities",20.2501,20.207,4.7438,8.3724,14.6192,16.3696,-17.3913,64.4,30.9654
STT US Equity,STATE STREET CORP,2019,1,70.59,Financials,Financial Services,9.8191,2.6888,1.0761,6.6658,12.0179,13.5579,15.3846,NA,NA
STX US Equity,SEAGATE TECHNOLOGY,2019,1,43.64,Technology,Technology Hardware & Equipment,7.4257,8.857,15.6577,25.5613,93.9767,112.9772,153.2258,503,16.3043
STZ US Equity,CONSTELLATION BRANDS INC-A,2019,1,171.1,Consumer Goods,Beverages,20.4549,22.6132,13.0086,16.3812,32.4343,19.081,-36.6872,556.5,30.46
SU FP Equity,SCHNEIDER ELECTRIC SE,2019,1,62.18,Industrials,Electronic & Electrical Equipment,14.5819,14.3593,5.3148,8.6061,11.3224,12.6024,8.5809,1766.772,12.7657
SUN US Equity,SUNOCO LP,2019,1,30.75,Consumer Services,General Retailers,26.0686,620.1558,1.4418,4.2741,6.9784,33.9216,13.5855,159,2.5434
SVU US Equity,SUPERVALU INC,2019,1,32.49,Consumer Services,Food & Drug Retailers,32.3291,24.3432,0.3378,6.9094999999999995,2.9613,12.1298,1e-4,0,0.788
SW FP Equity,SODEXO SA,2019,1,91.44,Consumer Services,Travel & Leisure,20.6819,16.7117,4.7165,11.2008,21.599,22.035,-25.2528,630.252,5.6443
SWK US Equity,STANLEY BLACK & DECKER INC,2019,1,124.347,Industrials,Industrial Engineering,14.9302,24.031,4.9402,9.4172,13.6115,17.5755,-8.7432,358.3,10.0899
SWKS US Equity,SKYWORKS SOLUTIONS INC,2019,1,73.65,Technology,Technology Hardware & Equipment,11.668,14.1539,19.5352,22.5024,22.5024,28.9754,4.5752,340.1,34.1081
SWN US Equity,SOUTHWESTERN ENERGY CO,2019,1,4.63,Oil & Gas,Oil & Gas Producers,4.292,39.7251,7.9102,11.3446,48.0322,28.6479,-80,60,18.2308
SWVK GY Equity,SOLARWORLD AG,2019,1,0.44,Oil & Gas,Alternative Energy,0.4463,3.0978,-11.8197,26.2391,-55.604,-47.6112,-190,-82.809832,-12.6793
SWY US Equity,SAFEWAY INC,2019,1,35.15,Consumer Services,Food & Drug Retailers,45.6123,14.7497,0.7419,40.5996,75.2115,1.2178,34.6154,94.2,1.3536
SY1 GY Equity,SYMRISE AG,2019,1,74,Basic Materials,Chemicals,34.1673,45.4709,5.5483,8.7144,15.8986,15.2102,0.9174,251.994036,13.9552
SYF US Equity,SYNCHRONY FINANCIAL,2019,1,29.92,Financials,Financial Services,8.0107,2.3794,2.7542,7.5705,19.2999,19.2999,122.449,1555,NA
SYK US Equity,STRYKER CORP,2019,1,178.34,Health Care,Health Care Equipment & Services,27.6808,32.5978,14.377,19.0219,32.7526,22.5018,36.2069,698,18.653
SYMC US Equity,SYMANTEC CORP,2019,1,20.81,Technology,Software & Computer Services,34.5831,8.1713,7.5396,13.3894,25.6194,9.6203,66.6667,102,4.3368
SYY US Equity,SYSCO CORP,2019,1,62.71,Consumer Services,Food & Drug Retailers,19.5115,22.332,8.0852,15.9204,61.3139,71.5887,18.5714,628.14,3.9302
SZE FP Equity,SUEZ SA - FRACTIONAL,2019,1,27,Utilities,"Gas, Water & Multiutilities",8.342600000000001,1009.3789,4.7894,12.4345,19.7568,20.532,-6.2112,5681.222170399999,10.2397
SZG GY Equity,SALZGITTER AG,2019,1,26,Basic Materials,Industrial Metals & Mining,5.1212,9.0914,3.165,8.9661,9.0912,11.1863,9.4081,102.63119999999999,3.7691
SZU GY Equity,SUEDZUCKER AG,2019,1,14.3,Consumer Goods,Food Producers,69.3175,64.9726,0.5966,6.2347,1.0327,0.547,-83.3333,-17.22,3.2028
T US Equity,AT&T INC,2019,1,29.5,Telecommunications,Fixed Line Telecommunications,9.0655,9.2755,3.9694,7.7832,11.9218,13.7838,-78.5714,6160,15.2826
TA NA Equity,TELE ATLAS NV,2019,1,29.45,Technology,Software & Computer Services,149.7,74.6804,3.2479,NA,3.8552999999999997,4.1953,-77.7778,-19.02236,6.1551
TAP US Equity,MOLSON COORS BREWING CO -B,2019,1,65.51,Consumer Goods,Beverages,13.2592,8.5666,5.748,10.4561,13.3377,8.9967,18.0451,469.7,16.1045
TCH FP Equity,TECHNICOLOR - REGR,2019,1,1,Consumer Services,Media,27.2774,2.6073,-5.9183,-13.3193,-65.7617,-57.3864,-10,-121.68799999999999,-2.0498
TCHNR FP Equity,TECHNICOLOR-NON REGR,2019,1,0.42,Consumer Services,Media,NA,NA,-5.9183,-13.3193,-65.7617,-57.3864,-10,-121.68799999999999,-2.0498
TDC US Equity,TERADATA CORP,2019,1,44.11,Technology,Software & Computer Services,82.4553,25.3827,-2.6559,-6.1674,-9.226,12.6718,36.3636,14,3.5876
TDG US Equity,TRANSDIGM GROUP INC,2019,1,384.34,Industrials,Aerospace & Defense,27.9102,22.3246,8.6326,10.0017,24.159,27.0898,87.3303,455.583,43.4245
TEC FP Equity,TECHNIP SA,2019,1,67.36,Oil & Gas,"Oil Equipment, Services & Distribution",33.9932,30.2782,1.7890000000000001,15.0421,6.0229,12.1917,11.7398,-337.2824,7.1914
TEF SQ Equity,TELEFONICA SA,2019,1,7.594,Telecommunications,Fixed Line Telecommunications,13.3163,8.3148,3.1159,NA,21.2484,21.9088,40,2211.048,14.78
TEG GY Equity,TAG IMMOBILIEN AG,2019,1,22.2,Financials,Real Estate Investment & Services,6.7148,57.0988,10.2332,11.5581,29.0935,8.0056,42.8571,58.67542799999999,120.0765
TEG US Equity,INTEGRYS ENERGY GROUP INC,2019,1,70.59,Utilities,"Gas, Water & Multiutilities",20.6665,91.3294,2.1141,4.9223,7.2181,7.8417,-6.8966,-1.6,12.1548
TEK US Equity,TEKTRONIX INC,2019,1,37.92,Industrials,Electronic & Electrical Equipment,27.7372,22.5644,5.5892,7.6530000000000005,8.7964,10.6346,8,31.254,10.5237
TEL US Equity,TE CONNECTIVITY LTD,2019,1,80,Industrials,Electronic & Electrical Equipment,14.778,19.0677,12.893,18.3194,24.9247,14.2661,338.1818,570,16.2881
TELL GA Equity,BANK OF GREECE,2019,1,13.2,Financials,Banks,0.4018,NA,0.7033,0.8877,133.6706,133.6706,-13.7821,NA,NA
TEM SM Equity,TELEFONICA MOVILES SA,2019,1,10.66,Telecommunications,Mobile Telecommunications,22.7292,21.3162,7.6883,NA,50.7492,50.7691,22.807,947.5591999999999,20.719
TEMP GA Equity,EMPORIKI BANK OF GREECE SA,2019,1,1.76,Financials,Banks,100.9756,NA,-3.4427,-6.6779,-114.3393,-114.3393,-12.4863,NA,NA
TEN IM Equity,TENARIS SA,2019,1,10.94,Basic Materials,Industrial Metals & Mining,16.9366,51.6339,5.5931,6.7303,6.9906,7.0174,133.3333,296.754556,12.0568
TEP FP Equity,TELEPERFORMANCE,2019,1,148.3,Industrials,Support Services,27.7377,30.8691,6.8646,9.9845,16.9366,20.4938,6.4677,218.11999999999998,8.4912
TER US Equity,TERADYNE INC,2019,1,36.56,Technology,Technology Hardware & Equipment,17.0328,18.0715,15.5354,22.832,25.9944,23.2806,25,112.273,22.5533
TEX US Equity,TEREX CORP,2019,1,30.27,Industrials,Industrial Engineering,11.241,24.192,3.4572,6.8932,10.1963,16.9258,-18.75,71.9,5.7794
TFI FP Equity,TELEVISION FRANCAISE (T.F.1),2019,1,7.15,Consumer Services,Media,11.4176,9.7575,4.134,7.7619,8.7482,9.2826,60,21.008399999999998,7.61
TFX US Equity,TELEFLEX INC,2019,1,272.97,Health Care,Health Care Equipment & Services,37.294,35.0789,1.1371,2.2032,2.7133000000000003,13.2933,-30.1136,82.105,12.213
TGM GY Equity,ROLLS-ROYCE POWER SYSTEMS AG,2019,1,28,Industrials,Industrial Engineering,20.1385,25.7491,6.0098,16.8048,21.3941,21.5186,30.7073,126.96879999999999,9.8225
TGNA US Equity,TEGNA INC,2019,1,11.69,Consumer Services,Media,6.2198,5.4925,10.5316,17.0655,57.3881,30.6931,79.1667,154.284,29.2529
TGT US Equity,TARGET CORP,2019,1,72.31,Consumer Services,General Retailers,13.9506,14.5832,8.0039,15.1862,27.8105,24.6216,22.9508,1133,5.6242
THC US Equity,TENET HEALTHCARE CORP,2019,1,21.96,Health Care,Health Care Equipment & Services,11.7848,5.2099,-0.497,3.7228,-200.7246,-18.1159,97.5207,287,8.4726
THR BB Equity,THROMBOGENICS NV,2019,1,7.15,Health Care,Pharmaceuticals & Biotechnology,11.3613,9.9308,16.7514,19.4423,18.7984,18.7995,0,43.943144,256.9409
TI IM Equity,TELECOM ITALIA SPA/OLD,2019,1,7.54,Telecommunications,Fixed Line Telecommunications,166.2759,6.7309,-0.9544,NA,-4.4931,-4.4931,-30.303,2142.1679999999997,24.8381
TIE US Equity,TITANIUM METALS CORP,2019,1,16.49,Basic Materials,Industrial Metals & Mining,30.5986,93.519,6.2862,27.0739,8.3709,7.6482,-21.4286,32.7,15.1656
TIE1V FH Equity,TIETO OYJ,2019,1,28.96,Technology,Software & Computer Services,17.967,25.2055,11.5737,18.9576,27.8611,28.112,-2.1739,45.11639999999999,9.615
TIF US Equity,TIFFANY & CO,2019,1,88.48,Consumer Services,General Retailers,18.5799,43.3214,8.5226,NA,14.4046,19.2473,-3.7037,126.4,18.6072
TIM IM Equity,TIM SPA,2019,1,4.3175,Telecommunications,Mobile Telecommunications,15.4507,9.1461,15.9095,52.8473,30.2235,30.273,17.8571,1075.676,31.4025
TIN US Equity,TEMPLE-INLAND LLC,2019,1,31.86,Industrials,General Industrials,32.2583,47.4337,1.1481,6.4248,7.1768,11.657,-95.6522,28,4.318
TIS NI Equity,TISCALI SPA,2019,1,10.156,Technology,Software & Computer Services,NA,NA,-0.9176,2.9911,-268.9909,-89.3957,40,-14.772464,-15.247
TIT IM Equity,TELECOM ITALIA SPA,2019,1,0.4649,Telecommunications,Fixed Line Telecommunications,9.9342,6.0968,-1.1531,2.3441,-3.6475,9.0015,-14.646,-1144.5559999999998,5.7333
TITK GA Equity,TITAN CEMENT CO. S.A.,2019,1,19.76,Industrials,Construction & Materials,29.0842,14.8015,2.2852,3.8731,4.6208,5.5231,34.5063,53.377407999999996,9.6522
TJX US Equity,TJX COMPANIES INC,2019,1,48.82,Consumer Services,General Retailers,22.3747,25.3337,21.9966,42.4665,60.9082,55.9245,36.7816,995.586,10.8623
TKA AV Equity,TELEKOM AUSTRIA AG,2019,1,6.63,Telecommunications,Fixed Line Telecommunications,16.5647,10.3859,2.504,5.0076,7.5814,8.7973,0,212.49479999999997,7.2477
TKA GY Equity,THYSSENKRUPP AG,2019,1,15.44,Industrials,General Industrials,27.1092,25.6936,0.0232,-11.2853,0.281,-5.017,-44.4893,-450.01599999999996,1.3543
TKR US Equity,TIMKEN CO,2019,1,43.41,Industrials,Industrial Engineering,9.9861,14.859,6.9184,10.418,18.1158,20.5317,34.7826,108.7,12.0828
TL5 SQ Equity,MEDIASET ESPANA COMUNICACION,2019,1,6.2,Consumer Services,Media,9.9575,5.6885,17.0868,NA,23.2788,23.1258,15.7905,33.7512,24.739
TLAB US Equity,TELLABS INC,2019,1,2.44,Technology,Technology Hardware & Equipment,331.2494,186.121,-5.4654,2.0214,-7.8042,-4.1839,-200,-6.2,-10.4848
TLE PL Equity,VODAFONE PORTUGAL-COMUNICACO,2019,1,8.45,Telecommunications,Mobile Telecommunications,17.7521,NA,9.5491,20.9328,20.625,20.625,-40.7767,51.43039999999999,17.2424
TMC US Equity,TIMES MIRROR CO-CL A,2019,1,93.625,Consumer Services,Media,25.3186,20.8514,8.1056,15.8922,426.3033,57.0946,208.1967,119.13,16.4072
TME IM Equity,TELECOM ITALIA MEDIA SPA,2019,1,0.723,Consumer Services,Media,118.9416,9.561,0.2472,NA,-57.7884,-21.9951,72.5237,6.465535999999999,20.3572
TMK US Equity,TORCHMARK CORP,2019,1,82.31,Financials,Life Insurance,13.8017,7.6735,6.7311,23.1388,29.211,12.58,20.4545,NA,NA
TMO US Equity,THERMO FISHER SCIENTIFIC INC,2019,1,243.59,Health Care,Health Care Equipment & Services,31.5816,26.1139,5.2046,7.6105,11.087,11.8965,68.9394,1148,15.5308
TNB US Equity,ABB INSTALLATION PRODUCTS IN,2019,1,71.98,Industrials,Electronic & Electrical Equipment,17.9409,19.7289,7.4305,15.2835,12.7508,12.9211,53.6232,84.329,13.2111
TNET BB Equity,TELENET GROUP HOLDING NV,2019,1,40.66,Consumer Services,Media,18.2072,5.5489,3.8443,15.1333,36.4136,39.1831,244,213.8724,23.069
TNTE NA Equity,TNT EXPRESS NV,2019,1,8.406,Industrials,Industrial Transportation,76.7993,620.5294,-1.0397,-6.4229,-2.1287,-2.7318,25.7143,-1.148,0.6978
TNU FP Equity,TNU SA,2019,1,0.09,Industrials,Industrial Transportation,0.2647,0.0306,0.5891,4.3811,2.4016,2.4016,87.5,249.22161599999998,30.8421
TOD IM Equity,TOD'S SPA,2019,1,39.7,Consumer Goods,Personal Goods,28.4369,38.3699,4.3676,6.2277000000000005,6.5659,6.7318999999999996,-2.8571,53.582899999999995,11.0863
TOM2 NA Equity,TOMTOM,2019,1,14.1653,Consumer Goods,Leisure Goods,87.1111,8.6546,0.6314,2.418,1.1543,3.9125,-650,27.301736,3.0235
TOS US Equity,TOSCO CORP,2019,1,46.9,Oil & Gas,"Oil Equipment, Services & Distribution",10.3778,7.005,8.0028,14.8228,24.4389,24.9902,85,560.5,4.843
TOY US Equity,TOYS R US INC,2019,1,26.71,Consumer Goods,Leisure Goods,35.6533,14.8889,3.6732,13.0585,5.7688,3.9259,-46.1538,668,5.6456
TPEIR GA Equity,PIRAEUS BANK S.A,2019,1,0.575,Financials,Banks,1.343,4e-4,-0.6456,-2.2712,-4.8754,2.1993,-87.7778,NA,NA
TPR US Equity,TAPESTRY INC,2019,1,38.38,Consumer Goods,Personal Goods,14.3164,9.2054,7.593,NA,17.2011,25.0192,37.037,157.7,14.2374
TRB US Equity,TRIBUNE CO/OLD,2019,1,33.69,Consumer Services,Media,13.585,16.4786,-27.2315,8.312,16.8776,18.4109,-67.9245,168.469,11.9861
TRE SQ Equity,TECNICAS REUNIDAS SA,2019,1,22.5,Oil & Gas,"Oil Equipment, Services & Distribution",89.0884,NA,-0.3329,NA,-2.937,-0.534,-13.0383,16.131695999999998,0.9838
TRIP US Equity,TRIPADVISOR INC,2019,1,57.11,Consumer Services,Travel & Leisure,69.3387,23.1631,0.9692,1.5339,1.5390000000000001,6.7273,177.7778,89,10.6918
